True_Label,MC_Dropout_Probability,MC_Dropout_Platt_Scaling,MC_Dropout_Isotonic_Regression
0.0,0.027969378978013992,0.042218717488859275,0.024449877440929413
1.0,0.02381426841020584,0.04099822013943667,0.024449877440929413
0.0,0.0949379950761795,0.06733075575803892,0.08130080997943878
0.0,0.01419783104211092,0.038301811688456824,0.007610349915921688
0.0,0.2653389275074005,0.20210652197985365,0.3448275923728943
0.0,0.6067197918891907,0.7579717326261763,0.6882352828979492
0.0,0.025445489212870598,0.04147328543628613,0.024449877440929413
0.0,0.018835747614502907,0.03958031741344886,0.007610349915921688
0.0,0.02284700609743595,0.040718986202310896,0.018691588193178177
0.0,0.03777853399515152,0.04523919708306149,0.04516129195690155
0.0,0.049309685826301575,0.04905318313782694,0.05116279050707817
1.0,0.024147510528564453,0.041094845941501895,0.024449877440929413
0.0,0.02231055311858654,0.04056490637294091,0.018691588193178177
0.0,0.019262200221419334,0.03969990848459412,0.007610349915921688
0.0,0.2550898492336273,0.19020483980690622,0.24444444477558136
0.0,0.009448183700442314,0.03703364665903379,0.006849315017461777
1.0,0.05301234871149063,0.05034126839661452,0.05116279050707817
0.0,0.0078040133230388165,0.03660412990676213,0.005093378480523825
0.0,0.03553198650479317,0.0445297525886547,0.029702970758080482
0.0,0.040221214294433594,0.04602279290416408,0.04516129195690155
0.0,0.15313369035720825,0.09977413779100062,0.12678936123847961
0.0,0.012679852545261383,0.037892039726748976,0.006849315017461777
0.0,0.10782086104154587,0.0735406222971218,0.12678936123847961
0.0,0.04407661780714989,0.04728591848075324,0.05116279050707817
1.0,0.3110414445400238,0.2618231791925999,0.3535911738872528
0.0,0.0017729003448039293,0.035069260624387484,0.0
0.0,0.0342940092086792,0.0441433532665147,0.02500000037252903
0.0,0.11460676789283752,0.07701988286220275,0.12678936123847961
0.0,0.03550468757748604,0.044521197339591166,0.029702970758080482
1.0,0.7861636877059937,0.9215401687744478,0.8571428656578064
0.0,0.017760926857590675,0.03928043347991815,0.007610349915921688
0.0,0.36624252796173096,0.34753845134778655,0.353658527135849
0.0,0.027830619364976883,0.04217740411569964,0.024449877440929413
0.0,0.04417154937982559,0.047317432368875846,0.05116279050707817
0.0,0.10500799864530563,0.07214127556657304,0.12678936123847961
0.0,0.057948123663663864,0.052108188485140754,0.05116279050707817
0.0,0.04171302914619446,0.046507693813364386,0.05116279050707817
